,Q29
20335,"5,000-7,499"
20339,"30,000-39,999"
20340,"70,000-79,999"
20342,"200,000-249,999"
20344,"15,000-19,999"
20345,$0-999
20346,"10,000-14,999"
20350,"100,000-124,999"
20354,$0-999
20356,"4,000-4,999"
20357,"15,000-19,999"
20359,"4,000-4,999"
20364,"4,000-4,999"
20368,"20,000-24,999"
20375,"4,000-4,999"
20376,"1,000-1,999"
20380,"1,000-1,999"
20382,"15,000-19,999"
20385,"5,000-7,499"
20387,$0-999
20392,"10,000-14,999"
20393,"5,000-7,499"
20395,"15,000-19,999"
20396,"5,000-7,499"
20397,$0-999
20398,$0-999
20400,"1,000-1,999"
20412,$0-999
20413,$0-999
20417,"50,000-59,999"
20422,"2,000-2,999"
20426,$0-999
20428,"60,000-69,999"
20431,"150,000-199,999"
20433,"40,000-49,999"
20436,"1,000-1,999"
20437,"50,000-59,999"
20443,"40,000-49,999"
20444,"3,000-3,999"
20446,"90,000-99,999"
20448,"2,000-2,999"
20453,"125,000-149,999"
20455,"40,000-49,999"
20457,$0-999
20464,"4,000-4,999"
20477,"5,000-7,499"
20480,"40,000-49,999"
20489,"2,000-2,999"
20495,"200,000-249,999"
20499,"70,000-79,999"
20502,$0-999
20504,"7,500-9,999"
20507,"1,000-1,999"
20513,"25,000-29,999"
20514,"60,000-69,999"
20521,$0-999
20523,"7,500-9,999"
20526,"30,000-39,999"
20528,"10,000-14,999"
20530,"40,000-49,999"
20531,"90,000-99,999"
20537,"100,000-124,999"
20538,"60,000-69,999"
20541,"20,000-24,999"
20546,"5,000-7,499"
20550,$0-999
20554,"70,000-79,999"
20555,"1,000-1,999"
20557,"20,000-24,999"
20558,"70,000-79,999"
20564,"150,000-199,999"
20565,"150,000-199,999"
20570,$0-999
20571,"80,000-89,999"
20580,"30,000-39,999"
20589,"100,000-124,999"
20590,"10,000-14,999"
20592,"10,000-14,999"
20593,"$500,000-999,999"
20595,"10,000-14,999"
20598,"1,000-1,999"
20605,"1,000-1,999"
20608,"4,000-4,999"
20610,"10,000-14,999"
20614,"150,000-199,999"
20621,"150,000-199,999"
20622,"200,000-249,999"
20624,"10,000-14,999"
20629,"100,000-124,999"
20633,"3,000-3,999"
20635,"20,000-24,999"
20640,"10,000-14,999"
20641,"100,000-124,999"
20645,"150,000-199,999"
20648,"100,000-124,999"
20649,"125,000-149,999"
20655,"1,000-1,999"
20657,"1,000-1,999"
20658,"25,000-29,999"
20659,"10,000-14,999"
20667,"80,000-89,999"
20669,"1,000-1,999"
20672,"$500,000-999,999"
20677,"40,000-49,999"
20679,"20,000-24,999"
20683,"10,000-14,999"
20692,$0-999
20693,$0-999
20694,"150,000-199,999"
20695,"7,500-9,999"
20703,"60,000-69,999"
20705,"125,000-149,999"
20706,"70,000-79,999"
20707,"10,000-14,999"
20710,"60,000-69,999"
20712,$0-999
20713,"60,000-69,999"
20714,"80,000-89,999"
20718,"10,000-14,999"
20723,"150,000-199,999"
20726,"70,000-79,999"
20729,"1,000-1,999"
20733,"2,000-2,999"
20735,"70,000-79,999"
20739,"30,000-39,999"
20741,"25,000-29,999"
20742,"100,000-124,999"
20743,$0-999
20744,">$1,000,000"
20747,"3,000-3,999"
20748,"5,000-7,499"
20753,"70,000-79,999"
20756,"150,000-199,999"
20757,"100,000-124,999"
20758,"125,000-149,999"
20761,"150,000-199,999"
20765,"30,000-39,999"
20767,"10,000-14,999"
20768,"125,000-149,999"
20769,"15,000-19,999"
20775,$0-999
20778,"125,000-149,999"
20782,"1,000-1,999"
20787,"7,500-9,999"
20791,"40,000-49,999"
20792,"5,000-7,499"
20798,"20,000-24,999"
20801,"10,000-14,999"
20805,"4,000-4,999"
20807,"15,000-19,999"
20808,"2,000-2,999"
20810,"10,000-14,999"
20818,$0-999
20824,"150,000-199,999"
20826,$0-999
20828,"70,000-79,999"
20829,$0-999
20849,"50,000-59,999"
20850,"30,000-39,999"
20851,"15,000-19,999"
20860,"40,000-49,999"
20861,"5,000-7,499"
20866,"70,000-79,999"
20867,$0-999
20868,"4,000-4,999"
20872,$0-999
20878,"200,000-249,999"
20882,$0-999
20884,"50,000-59,999"
20887,"4,000-4,999"
20893,$0-999
20897,"4,000-4,999"
20899,"100,000-124,999"
20903,$0-999
20906,$0-999
20907,"200,000-249,999"
20908,"5,000-7,499"
20909,"40,000-49,999"
20913,"50,000-59,999"
20916,"15,000-19,999"
20917,"30,000-39,999"
20918,"20,000-24,999"
20922,$0-999
20934,"30,000-39,999"
20935,"1,000-1,999"
20936,"1,000-1,999"
20938,"15,000-19,999"
20940,$0-999
20946,"30,000-39,999"
20948,"125,000-149,999"
20949,"2,000-2,999"
20952,"20,000-24,999"
20953,"1,000-1,999"
20955,"60,000-69,999"
20957,"2,000-2,999"
20958,"40,000-49,999"
20961,"4,000-4,999"
20963,"30,000-39,999"
20971,"3,000-3,999"
20979,"5,000-7,499"
20986,"100,000-124,999"
20991,"1,000-1,999"
20995,"10,000-14,999"
20996,$0-999
21000,"150,000-199,999"
21001,"125,000-149,999"
21002,"10,000-14,999"
21003,"7,500-9,999"
21007,"1,000-1,999"
21008,"25,000-29,999"
21019,"200,000-249,999"
21020,$0-999
21023,"15,000-19,999"
21032,"30,000-39,999"
21035,"1,000-1,999"
21037,"15,000-19,999"
21038,"30,000-39,999"
21040,$0-999
21041,"4,000-4,999"
21044,"60,000-69,999"
21045,$0-999
21046,"30,000-39,999"
21047,$0-999
21050,"7,500-9,999"
21054,"30,000-39,999"
21059,"7,500-9,999"
21061,"10,000-14,999"
21062,"200,000-249,999"
21063,"250,000-299,999"
21064,"80,000-89,999"
21066,"150,000-199,999"
21069,"100,000-124,999"
21071,"20,000-24,999"
21074,$0-999
21084,"150,000-199,999"
21086,"3,000-3,999"
21089,"30,000-39,999"
21090,"30,000-39,999"
21094,"60,000-69,999"
21096,"30,000-39,999"
21106,"100,000-124,999"
21107,"7,500-9,999"
21109,"5,000-7,499"
21110,"90,000-99,999"
21112,"4,000-4,999"
21116,"2,000-2,999"
21120,"100,000-124,999"
21125,"70,000-79,999"
21127,"20,000-24,999"
21128,"300,000-499,999"
21133,"50,000-59,999"
21135,"7,500-9,999"
21137,"60,000-69,999"
21145,"80,000-89,999"
21148,"10,000-14,999"
21152,"25,000-29,999"
21154,$0-999
21155,"125,000-149,999"
21156,"125,000-149,999"
21161,"10,000-14,999"
21162,$0-999
21163,"2,000-2,999"
21167,"80,000-89,999"
21171,$0-999
21172,"10,000-14,999"
21174,$0-999
21180,"80,000-89,999"
21186,$0-999
21187,"30,000-39,999"
21188,"40,000-49,999"
21191,"100,000-124,999"
21193,"10,000-14,999"
21199,"90,000-99,999"
21201,"100,000-124,999"
21204,"150,000-199,999"
21208,"80,000-89,999"
21210,"25,000-29,999"
21211,$0-999
21213,"150,000-199,999"
21221,"2,000-2,999"
21222,"3,000-3,999"
21227,"60,000-69,999"
21229,$0-999
21230,"90,000-99,999"
21233,"25,000-29,999"
21238,"15,000-19,999"
21239,$0-999
21243,$0-999
21244,$0-999
21245,"200,000-249,999"
21249,"100,000-124,999"
21250,"50,000-59,999"
21254,"100,000-124,999"
21256,"60,000-69,999"
21259,"70,000-79,999"
21261,"1,000-1,999"
21269,"150,000-199,999"
21276,$0-999
21284,"40,000-49,999"
21285,"15,000-19,999"
21286,"50,000-59,999"
21288,"1,000-1,999"
21291,"70,000-79,999"
21305,"70,000-79,999"
21309,"125,000-149,999"
21312,"90,000-99,999"
21315,"2,000-2,999"
21321,"1,000-1,999"
21325,"40,000-49,999"
21326,"$500,000-999,999"
21328,$0-999
21331,"70,000-79,999"
21333,"30,000-39,999"
21336,"50,000-59,999"
21337,"150,000-199,999"
21339,"10,000-14,999"
21340,"150,000-199,999"
21341,"125,000-149,999"
21342,$0-999
21347,$0-999
21349,"50,000-59,999"
21350,"20,000-24,999"
21351,"15,000-19,999"
21352,"100,000-124,999"
21355,"15,000-19,999"
21356,$0-999
21357,"5,000-7,499"
21360,$0-999
21365,"125,000-149,999"
21367,"50,000-59,999"
21372,"2,000-2,999"
21373,"25,000-29,999"
21376,"20,000-24,999"
21380,"60,000-69,999"
21382,"200,000-249,999"
21386,"3,000-3,999"
21387,"80,000-89,999"
21390,"3,000-3,999"
21391,"4,000-4,999"
21392,"50,000-59,999"
21393,"20,000-24,999"
21395,"70,000-79,999"
21396,"30,000-39,999"
21399,"2,000-2,999"
21402,"15,000-19,999"
21405,"7,500-9,999"
21410,$0-999
21413,$0-999
21418,"7,500-9,999"
21421,"4,000-4,999"
21423,"60,000-69,999"
21427,"10,000-14,999"
21431,"125,000-149,999"
21435,"80,000-89,999"
21436,$0-999
21439,"7,500-9,999"
21443,"80,000-89,999"
21447,"4,000-4,999"
21448,"300,000-499,999"
21450,"4,000-4,999"
21451,"100,000-124,999"
21455,$0-999
21457,"25,000-29,999"
21464,"30,000-39,999"
21469,"80,000-89,999"
21470,"30,000-39,999"
21471,"90,000-99,999"
21472,"100,000-124,999"
21474,"150,000-199,999"
21475,"10,000-14,999"
21476,"5,000-7,499"
21484,"150,000-199,999"
21485,"200,000-249,999"
21486,"15,000-19,999"
21493,"5,000-7,499"
21496,"4,000-4,999"
21498,"4,000-4,999"
21509,"20,000-24,999"
21510,"30,000-39,999"
21511,"5,000-7,499"
21513,"100,000-124,999"
21515,"10,000-14,999"
21520,"15,000-19,999"
21526,"40,000-49,999"
21529,"5,000-7,499"
21532,$0-999
21535,"30,000-39,999"
21536,"2,000-2,999"
21540,"125,000-149,999"
21541,"10,000-14,999"
21546,"90,000-99,999"
21548,"4,000-4,999"
21549,"50,000-59,999"
21550,"10,000-14,999"
21551,"40,000-49,999"
21552,"20,000-24,999"
21562,$0-999
21567,"5,000-7,499"
21569,"90,000-99,999"
21571,"7,500-9,999"
21573,"50,000-59,999"
21579,"20,000-24,999"
21585,"5,000-7,499"
21587,$0-999
21590,"4,000-4,999"
21591,"10,000-14,999"
21595,"125,000-149,999"
21596,"125,000-149,999"
21598,"100,000-124,999"
21599,"30,000-39,999"
21602,"90,000-99,999"
21603,"30,000-39,999"
21606,"150,000-199,999"
21608,$0-999
21610,"15,000-19,999"
21612,"5,000-7,499"
21613,"7,500-9,999"
21617,"70,000-79,999"
21622,"10,000-14,999"
21626,"30,000-39,999"
21628,$0-999
21630,"25,000-29,999"
21632,"80,000-89,999"
21637,"200,000-249,999"
21638,"40,000-49,999"
21639,"100,000-124,999"
21640,"90,000-99,999"
21642,"1,000-1,999"
21645,"10,000-14,999"
21646,"5,000-7,499"
21650,"2,000-2,999"
21657,"20,000-24,999"
21659,"250,000-299,999"
21662,$0-999
21664,"125,000-149,999"
21674,"40,000-49,999"
21678,"50,000-59,999"
21682,"1,000-1,999"
21684,$0-999
21686,"10,000-14,999"
21694,"15,000-19,999"
21697,"60,000-69,999"
21704,$0-999
21710,$0-999
21716,"7,500-9,999"
21717,"2,000-2,999"
21718,"1,000-1,999"
21719,"15,000-19,999"
21722,$0-999
21726,"50,000-59,999"
21728,"125,000-149,999"
21729,"7,500-9,999"
21730,"4,000-4,999"
21731,"7,500-9,999"
21733,"70,000-79,999"
21744,$0-999
21745,"150,000-199,999"
21750,"125,000-149,999"
21752,"60,000-69,999"
21754,"30,000-39,999"
21757,$0-999
21760,"30,000-39,999"
21761,"90,000-99,999"
21763,$0-999
21766,"1,000-1,999"
21769,"200,000-249,999"
21774,"100,000-124,999"
21776,"60,000-69,999"
21781,"100,000-124,999"
21783,"5,000-7,499"
21786,"20,000-24,999"
21790,"20,000-24,999"
21791,"90,000-99,999"
21792,"10,000-14,999"
21795,"150,000-199,999"
21798,"20,000-24,999"
21800,"80,000-89,999"
21801,"2,000-2,999"
21802,"125,000-149,999"
21804,"2,000-2,999"
21807,"80,000-89,999"
21808,"4,000-4,999"
21812,"40,000-49,999"
21813,"50,000-59,999"
21815,"4,000-4,999"
21816,"10,000-14,999"
21820,"30,000-39,999"
21826,"4,000-4,999"
21827,"5,000-7,499"
21832,"10,000-14,999"
21836,"7,500-9,999"
21844,$0-999
21845,"40,000-49,999"
21850,"300,000-499,999"
21856,"7,500-9,999"
21858,$0-999
21860,"70,000-79,999"
21863,"70,000-79,999"
21864,$0-999
21871,$0-999
21873,"20,000-24,999"
21875,$0-999
21876,"80,000-89,999"
21877,"7,500-9,999"
21880,"300,000-499,999"
21881,"50,000-59,999"
21886,"90,000-99,999"
21887,"20,000-24,999"
21888,"80,000-89,999"
21891,"50,000-59,999"
21894,"125,000-149,999"
21896,"30,000-39,999"
21900,"15,000-19,999"
21901,"20,000-24,999"
21902,"7,500-9,999"
21903,"40,000-49,999"
21905,"30,000-39,999"
21909,"40,000-49,999"
21911,$0-999
21912,"30,000-39,999"
21914,"1,000-1,999"
21916,"10,000-14,999"
21922,$0-999
21925,"5,000-7,499"
21928,"90,000-99,999"
21929,"20,000-24,999"
21932,"10,000-14,999"
21935,$0-999
21939,"4,000-4,999"
21943,"30,000-39,999"
21951,"40,000-49,999"
21954,"1,000-1,999"
21955,"100,000-124,999"
21959,"100,000-124,999"
21960,"1,000-1,999"
21962,"2,000-2,999"
21969,$0-999
21970,$0-999
21975,"70,000-79,999"
21977,"150,000-199,999"
21980,"7,500-9,999"
21982,"70,000-79,999"
21989,"80,000-89,999"
21990,"90,000-99,999"
21991,"30,000-39,999"
21994,"50,000-59,999"
21999,"10,000-14,999"
22000,"125,000-149,999"
22003,"1,000-1,999"
22007,"4,000-4,999"
22008,"25,000-29,999"
22011,$0-999
22028,"30,000-39,999"
22029,"100,000-124,999"
22036,"10,000-14,999"
22038,$0-999
22040,"50,000-59,999"
22041,$0-999
22047,"15,000-19,999"
22049,$0-999
22051,"60,000-69,999"
22055,"10,000-14,999"
22056,"1,000-1,999"
22065,$0-999
22069,$0-999
22070,"7,500-9,999"
22073,"25,000-29,999"
22075,"10,000-14,999"
22076,"60,000-69,999"
22077,"15,000-19,999"
22079,"4,000-4,999"
22080,"90,000-99,999"
22081,$0-999
22084,"1,000-1,999"
22088,"5,000-7,499"
22092,"1,000-1,999"
22095,"60,000-69,999"
22096,"25,000-29,999"
22099,"15,000-19,999"
22103,"250,000-299,999"
22106,"25,000-29,999"
22108,"2,000-2,999"
22110,"4,000-4,999"
22114,$0-999
22115,"90,000-99,999"
22117,"40,000-49,999"
22124,"90,000-99,999"
22129,$0-999
22130,$0-999
22134,"80,000-89,999"
22138,"25,000-29,999"
22140,"10,000-14,999"
22142,"50,000-59,999"
22144,"100,000-124,999"
22148,"2,000-2,999"
22152,"125,000-149,999"
22153,"150,000-199,999"
22155,"1,000-1,999"
22157,"150,000-199,999"
22158,$0-999
22159,"4,000-4,999"
22162,$0-999
22163,"100,000-124,999"
22169,$0-999
22175,"40,000-49,999"
22179,"30,000-39,999"
22181,$0-999
22182,"40,000-49,999"
22187,"5,000-7,499"
22195,"90,000-99,999"
22196,"150,000-199,999"
22202,"20,000-24,999"
22203,"1,000-1,999"
22205,"30,000-39,999"
22207,"30,000-39,999"
22212,"30,000-39,999"
22213,"10,000-14,999"
22217,"4,000-4,999"
22218,"150,000-199,999"
22219,"25,000-29,999"
22222,"20,000-24,999"
22225,"40,000-49,999"
22227,"30,000-39,999"
22233,"80,000-89,999"
22246,"$500,000-999,999"
22248,"70,000-79,999"
22252,"5,000-7,499"
22260,"125,000-149,999"
22261,$0-999
22262,"5,000-7,499"
22264,"20,000-24,999"
22265,"3,000-3,999"
22268,"20,000-24,999"
22269,"7,500-9,999"
22270,"100,000-124,999"
22271,"15,000-19,999"
22272,$0-999
22273,"2,000-2,999"
22275,"50,000-59,999"
22282,"150,000-199,999"
22288,"40,000-49,999"
22289,"70,000-79,999"
22292,"100,000-124,999"
22293,"4,000-4,999"
22294,$0-999
22298,"20,000-24,999"
22303,"1,000-1,999"
22304,"90,000-99,999"
22305,"90,000-99,999"
22306,"7,500-9,999"
22314,"7,500-9,999"
22325,"7,500-9,999"
22326,$0-999
22331,"90,000-99,999"
22333,"70,000-79,999"
22339,$0-999
22343,"4,000-4,999"
22344,"100,000-124,999"
22345,"70,000-79,999"
22347,"4,000-4,999"
22348,"1,000-1,999"
22356,"150,000-199,999"
22358,"100,000-124,999"
22360,"7,500-9,999"
22362,"5,000-7,499"
22368,"40,000-49,999"
22374,"1,000-1,999"
22375,$0-999
22378,"2,000-2,999"
22383,"125,000-149,999"
22388,"1,000-1,999"
22391,"20,000-24,999"
22392,"60,000-69,999"
22393,"100,000-124,999"
22397,"20,000-24,999"
22404,"70,000-79,999"
22405,"5,000-7,499"
22409,$0-999
22411,$0-999
22413,"5,000-7,499"
22419,"20,000-24,999"
22430,"100,000-124,999"
22433,"2,000-2,999"
22434,"2,000-2,999"
22437,"300,000-499,999"
22438,"125,000-149,999"
22439,"25,000-29,999"
22442,"60,000-69,999"
22446,"60,000-69,999"
22447,"200,000-249,999"
22450,"4,000-4,999"
22451,"125,000-149,999"
22452,"30,000-39,999"
22455,"100,000-124,999"
22459,"7,500-9,999"
22461,"50,000-59,999"
22464,"150,000-199,999"
22465,"$500,000-999,999"
22466,"10,000-14,999"
22473,"30,000-39,999"
22476,"2,000-2,999"
22479,"100,000-124,999"
22483,"100,000-124,999"
22485,"4,000-4,999"
22486,"60,000-69,999"
22488,"2,000-2,999"
22489,"60,000-69,999"
22490,"60,000-69,999"
22495,"3,000-3,999"
22497,"30,000-39,999"
22512,"4,000-4,999"
22513,"5,000-7,499"
22515,"1,000-1,999"
22516,"80,000-89,999"
22518,"25,000-29,999"
22519,"20,000-24,999"
22522,"60,000-69,999"
22524,"40,000-49,999"
22526,"20,000-24,999"
22530,$0-999
22532,"60,000-69,999"
22533,"50,000-59,999"
22536,"100,000-124,999"
22540,"250,000-299,999"
22541,"4,000-4,999"
22543,"20,000-24,999"
22545,"80,000-89,999"
22548,"20,000-24,999"
22550,"30,000-39,999"
22552,"2,000-2,999"
22553,$0-999
22557,"60,000-69,999"
22558,"5,000-7,499"
22559,"1,000-1,999"
22561,"90,000-99,999"
22565,"90,000-99,999"
22567,$0-999
22568,"70,000-79,999"
22570,"10,000-14,999"
22580,"25,000-29,999"
22585,"10,000-14,999"
22592,"30,000-39,999"
22593,"60,000-69,999"
22594,"100,000-124,999"
22600,"40,000-49,999"
22602,"150,000-199,999"
22603,"150,000-199,999"
22614,"125,000-149,999"
22615,"10,000-14,999"
22616,$0-999
22618,"15,000-19,999"
22628,"40,000-49,999"
22634,$0-999
22641,$0-999
22644,"4,000-4,999"
22652,"250,000-299,999"
22655,"15,000-19,999"
22658,"10,000-14,999"
22661,"40,000-49,999"
22663,$0-999
22668,"2,000-2,999"
22670,"70,000-79,999"
22672,"15,000-19,999"
22679,"50,000-59,999"
22685,"40,000-49,999"
22687,"60,000-69,999"
22690,"30,000-39,999"
22693,"125,000-149,999"
22696,"30,000-39,999"
22698,$0-999
22699,"40,000-49,999"
22705,"10,000-14,999"
22710,"10,000-14,999"
22713,"7,500-9,999"
22721,"5,000-7,499"
22727,$0-999
22730,"150,000-199,999"
22738,"80,000-89,999"
22739,"70,000-79,999"
22741,"7,500-9,999"
22746,"80,000-89,999"
22748,"30,000-39,999"
22755,"1,000-1,999"
22764,"20,000-24,999"
22769,"50,000-59,999"
22781,"80,000-89,999"
22784,$0-999
22789,"50,000-59,999"
22793,"5,000-7,499"
22795,$0-999
22799,"60,000-69,999"
22800,"5,000-7,499"
22801,"15,000-19,999"
22802,"30,000-39,999"
22804,$0-999
22810,"25,000-29,999"
22813,$0-999
22815,$0-999
22817,"3,000-3,999"
22828,"15,000-19,999"
22830,"40,000-49,999"
22837,"70,000-79,999"
22839,$0-999
22846,"5,000-7,499"
22847,"70,000-79,999"
22850,$0-999
22852,"40,000-49,999"
22856,"10,000-14,999"
22857,"10,000-14,999"
22863,"25,000-29,999"
22867,$0-999
22869,"30,000-39,999"
22870,$0-999
22875,"125,000-149,999"
22877,"7,500-9,999"
22878,"5,000-7,499"
22879,$0-999
22880,"3,000-3,999"
22883,$0-999
22885,$0-999
22886,"2,000-2,999"
22890,"30,000-39,999"
22893,"50,000-59,999"
22895,"150,000-199,999"
22900,"150,000-199,999"
22901,"100,000-124,999"
22902,"200,000-249,999"
22905,"1,000-1,999"
22906,"100,000-124,999"
22911,"7,500-9,999"
22912,"60,000-69,999"
22915,"30,000-39,999"
22918,"90,000-99,999"
22919,"150,000-199,999"
22920,"10,000-14,999"
22923,"1,000-1,999"
22928,"20,000-24,999"
22930,"5,000-7,499"
22931,"7,500-9,999"
22936,$0-999
22940,"20,000-24,999"
22942,"25,000-29,999"
22943,"70,000-79,999"
22945,"20,000-24,999"
22949,"3,000-3,999"
22951,"60,000-69,999"
22956,"15,000-19,999"
22958,"25,000-29,999"
22960,"50,000-59,999"
22966,"50,000-59,999"
22969,"30,000-39,999"
22970,"2,000-2,999"
22971,"25,000-29,999"
22978,"4,000-4,999"
22981,"40,000-49,999"
22985,"125,000-149,999"
22988,"7,500-9,999"
22991,"10,000-14,999"
22992,"90,000-99,999"
22995,$0-999
22997,"25,000-29,999"
23005,"70,000-79,999"
23014,$0-999
23015,"30,000-39,999"
23020,"100,000-124,999"
23028,$0-999
23029,">$1,000,000"
23030,"100,000-124,999"
23033,"10,000-14,999"
23040,"20,000-24,999"
23044,$0-999
23046,"125,000-149,999"
23051,"60,000-69,999"
23052,"50,000-59,999"
23057,"15,000-19,999"
23060,"40,000-49,999"
23061,"2,000-2,999"
23062,"70,000-79,999"
23063,$0-999
23069,"30,000-39,999"
23073,"125,000-149,999"
23074,"50,000-59,999"
23076,"60,000-69,999"
23077,"70,000-79,999"
23083,"10,000-14,999"
23084,"10,000-14,999"
23086,"3,000-3,999"
23095,$0-999
23097,"15,000-19,999"
23102,"2,000-2,999"
23103,"70,000-79,999"
23105,"1,000-1,999"
23108,"70,000-79,999"
23111,"300,000-499,999"
23113,"90,000-99,999"
23115,"125,000-149,999"
23118,"125,000-149,999"
23119,"60,000-69,999"
23120,"150,000-199,999"
23122,"40,000-49,999"
23125,"3,000-3,999"
23126,"10,000-14,999"
23128,"25,000-29,999"
23134,"1,000-1,999"
23135,"7,500-9,999"
23136,"4,000-4,999"
23138,"70,000-79,999"
23142,"1,000-1,999"
23145,$0-999
23146,"10,000-14,999"
23147,"10,000-14,999"
23152,"100,000-124,999"
23155,"20,000-24,999"
23156,"70,000-79,999"
23159,"125,000-149,999"
23160,"40,000-49,999"
23161,"150,000-199,999"
23165,"10,000-14,999"
23166,"150,000-199,999"
23173,"2,000-2,999"
23177,"60,000-69,999"
23180,"2,000-2,999"
23183,"125,000-149,999"
23185,"80,000-89,999"
23193,"5,000-7,499"
23194,"2,000-2,999"
23196,"10,000-14,999"
23197,"1,000-1,999"
23200,$0-999
23203,"300,000-499,999"
23204,$0-999
23207,"3,000-3,999"
23213,"150,000-199,999"
23214,"60,000-69,999"
23215,"25,000-29,999"
23217,"50,000-59,999"
23219,"30,000-39,999"
23220,"30,000-39,999"
23222,"7,500-9,999"
23224,$0-999
23225,$0-999
23227,"40,000-49,999"
23231,"20,000-24,999"
23232,"100,000-124,999"
23233,"7,500-9,999"
23235,"70,000-79,999"
23241,"40,000-49,999"
23242,"4,000-4,999"
23243,"1,000-1,999"
23251,"1,000-1,999"
23253,"4,000-4,999"
23261,"4,000-4,999"
23263,"60,000-69,999"
23264,"3,000-3,999"
23266,"4,000-4,999"
23269,"50,000-59,999"
23270,$0-999
23276,"3,000-3,999"
23277,"20,000-24,999"
23283,"3,000-3,999"
23284,"1,000-1,999"
23287,"25,000-29,999"
23289,"70,000-79,999"
23290,"50,000-59,999"
23292,"40,000-49,999"
23296,"1,000-1,999"
23300,$0-999
23301,"3,000-3,999"
23302,"50,000-59,999"
23305,"4,000-4,999"
23306,"125,000-149,999"
23309,"20,000-24,999"
23311,"20,000-24,999"
23312,"7,500-9,999"
23313,"3,000-3,999"
23319,"60,000-69,999"
23322,$0-999
23324,"250,000-299,999"
23328,"100,000-124,999"
23329,"80,000-89,999"
23331,"40,000-49,999"
23332,"1,000-1,999"
23336,"2,000-2,999"
23353,"1,000-1,999"
23355,$0-999
23360,"2,000-2,999"
23362,"25,000-29,999"
23363,"40,000-49,999"
23370,"15,000-19,999"
23371,"40,000-49,999"
23372,"10,000-14,999"
23374,"10,000-14,999"
23379,"150,000-199,999"
23380,"15,000-19,999"
23385,"1,000-1,999"
23386,"40,000-49,999"
23390,"125,000-149,999"
23391,"20,000-24,999"
23392,"50,000-59,999"
23393,"10,000-14,999"
23394,"100,000-124,999"
23397,"1,000-1,999"
23404,"90,000-99,999"
23405,"20,000-24,999"
23407,$0-999
23408,"15,000-19,999"
23410,"20,000-24,999"
23421,"60,000-69,999"
23423,"7,500-9,999"
23425,"20,000-24,999"
23426,"70,000-79,999"
23428,$0-999
23430,"200,000-249,999"
23432,"10,000-14,999"
23435,"150,000-199,999"
23438,"125,000-149,999"
23443,"150,000-199,999"
23445,"7,500-9,999"
23446,"60,000-69,999"
23448,"4,000-4,999"
23449,"70,000-79,999"
23451,"150,000-199,999"
23452,"70,000-79,999"
23453,"10,000-14,999"
23455,"10,000-14,999"
23456,"3,000-3,999"
23459,"5,000-7,499"
23460,"150,000-199,999"
23467,$0-999
23472,"1,000-1,999"
23473,"100,000-124,999"
23474,"60,000-69,999"
23475,$0-999
23480,"20,000-24,999"
23481,"80,000-89,999"
23493,"2,000-2,999"
23494,"30,000-39,999"
23506,"15,000-19,999"
23508,"25,000-29,999"
23512,"50,000-59,999"
23515,"30,000-39,999"
23520,"50,000-59,999"
23521,"2,000-2,999"
23522,"15,000-19,999"
23524,"100,000-124,999"
23525,"3,000-3,999"
23526,"250,000-299,999"
23528,"2,000-2,999"
23531,"70,000-79,999"
23534,"3,000-3,999"
23535,"20,000-24,999"
23538,"10,000-14,999"
23554,"3,000-3,999"
23555,"80,000-89,999"
23557,"25,000-29,999"
23559,"70,000-79,999"
23562,"150,000-199,999"
23564,"60,000-69,999"
23565,"1,000-1,999"
23566,"60,000-69,999"
23568,$0-999
23569,"80,000-89,999"
23570,$0-999
23573,"125,000-149,999"
23575,$0-999
23576,"80,000-89,999"
23577,"7,500-9,999"
23579,"125,000-149,999"
23580,$0-999
23584,"30,000-39,999"
23585,"50,000-59,999"
23589,"150,000-199,999"
23591,"5,000-7,499"
23593,$0-999
23595,"100,000-124,999"
23597,$0-999
23600,$0-999
23604,"20,000-24,999"
23612,"3,000-3,999"
23617,$0-999
23618,"25,000-29,999"
23619,"70,000-79,999"
23620,$0-999
23621,"1,000-1,999"
23623,"3,000-3,999"
23628,"150,000-199,999"
23633,"40,000-49,999"
23635,"70,000-79,999"
23639,"5,000-7,499"
23641,$0-999
23642,"60,000-69,999"
23648,"80,000-89,999"
23654,"4,000-4,999"
23656,"1,000-1,999"
23663,"125,000-149,999"
23670,"125,000-149,999"
23674,"60,000-69,999"
23683,"7,500-9,999"
23688,"40,000-49,999"
23689,"70,000-79,999"
23693,"2,000-2,999"
23694,"25,000-29,999"
23695,"40,000-49,999"
23701,"10,000-14,999"
23703,"100,000-124,999"
23704,"50,000-59,999"
23708,"150,000-199,999"
23712,"125,000-149,999"
23722,"10,000-14,999"
23723,"7,500-9,999"
23724,"60,000-69,999"
23725,$0-999
23729,"40,000-49,999"
23730,"100,000-124,999"
23731,"125,000-149,999"
23732,$0-999
23733,"20,000-24,999"
23743,"125,000-149,999"
23745,"10,000-14,999"
23747,"125,000-149,999"
23748,"7,500-9,999"
23751,"60,000-69,999"
23756,"100,000-124,999"
23758,"90,000-99,999"
23760,"60,000-69,999"
23764,"60,000-69,999"
23769,"50,000-59,999"
23772,"100,000-124,999"
23775,"15,000-19,999"
23778,"4,000-4,999"
23781,"50,000-59,999"
23782,"3,000-3,999"
23783,"100,000-124,999"
23785,"200,000-249,999"
23788,$0-999
